sample,wavelength,trial1,trial2,trial3
Cou343-NanoBiT,485,0.885891198584697,0.9220702664465928,0.9626037162556972
Cou343-NanoBiT,490,0.9902697921273772,1.0,1.0
Cou343-NanoBiT,495,1.0,0.8653619429379863,0.8923688208484282
Cou343-NanoBiT,500,0.9327731092436976,0.7263617071445414,0.8919013673016244
Cou343-NanoBiT,505,0.8432846822939702,0.743338835180382,0.7735187565735655
Cou343-NanoBiT,510,0.7204776647501105,0.7202310775760434,0.7188266915975225
Cou343-NanoBiT,515,0.5913312693498453,0.5805234614477718,0.5950683650812201
Cou343-NanoBiT,520,0.5121627598407784,0.5220466871020986,0.5477386934673367
Cou343-NanoBiT,525,0.5055285272003538,0.4626267389766564,0.463830781816057
Cou343-NanoBiT,530,0.3799203892083149,0.3892949775996227,0.3206731331073975
Cou343-NanoBiT,535,0.3616393925991449,0.3137231784956378,0.4104242140937244
Cou343-NanoBiT,540,0.3042901371074745,0.301697712803584,0.2525417786607455
Cou343-NanoBiT,545,0.2756892230576441,0.2896722471115303,0.3017412644618441
Cou343-NanoBiT,550,0.2634527495208609,0.2693940108464984,0.2512562814070351
Cou343-NanoBiT,555,0.155093616393926,0.1510257014854987,0.1405866542012387
Cou343-NanoBiT,560,0.1108653987910953,0.2274227776467814,0.2026411125394414
Cou343-NanoBiT,565,0.1533244876898127,0.1680028295213393,0.1595185228467921
Cou343-NanoBiT,570,0.0849181777974347,0.1764913935392596,0.1453780530559775
Cou343-NanoBiT,575,0.1413828689370485,0.065432680971469,0.0950099333878695
Cou343-NanoBiT,580,0.0949432404540763,0.0786371138882339,0.102722916910132
Cou343-NanoBiT,585,0.0311071797139908,0.0820561188398962,0.0376300105177048
Cou343-NanoBiT,590,0.0691434468524251,0.0376090544682857,0.0558606988430524
Cou343-NanoBiT,595,0.0743034055727554,0.0394954020278236,0.0725721631412878
Cou343-NanoBiT,600,0.0788736547250479,0.055293562838953,0.0513030267617155
TAMRA-NanoBiT,300,0.0107428271976942,0.0090265240938758,0.0004304160688665
TAMRA-NanoBiT,305,0.0201755535176208,0.0163866129704207,0.0007173601147776
TAMRA-NanoBiT,310,0.0009170706144373,0.0065268712678794,0.000286944045911
TAMRA-NanoBiT,315,0.0006550504388837,0.003471740036106,0.0097560975609756
TAMRA-NanoBiT,320,0.0017031311410978,0.0037494792389945,0.0047345767575322
TAMRA-NanoBiT,325,0.0098257565832569,0.0002777392028884,0.0001434720229555
TAMRA-NanoBiT,330,0.0001310100877767,0.004027218441883,0.0041606886657101
TAMRA-NanoBiT,335,0.0039303026333027,0.0019441744202194,0.0025824964131994
TAMRA-NanoBiT,340,0.0011790907899908,0.0001388696014442,0.0025824964131994
TAMRA-NanoBiT,345,0.0017031311410978,0.0018053048187751,0.0010043041606886
TAMRA-NanoBiT,350,0.0006550504388837,0.00458269684766,0.0024390243902439
TAMRA-NanoBiT,355,0.0013101008777675,0.0019441744202194,0.003299856527977
TAMRA-NanoBiT,360,0.000524040351107,0.0009720872101097,0.0001434720229555
TAMRA-NanoBiT,365,0.0011790907899908,0.0013886960144424,0.0040172166427546
TAMRA-NanoBiT,370,0.0020961614044281,0.0004166088043327,0.0022955523672883
TAMRA-NanoBiT,375,0.0013101008777675,0.0005554784057769,0.0010043041606886
TAMRA-NanoBiT,380,0.0007860605266605,0.0001388696014442,0.0074605451936872
TAMRA-NanoBiT,385,0.0044543429844097,0.0,0.0007173601147776
TAMRA-NanoBiT,390,0.0019651513166513,0.0020830440216636,0.0015781922525107
TAMRA-NanoBiT,395,0.0014411109655443,0.0029162616303291,0.0044476327116212
TAMRA-NanoBiT,400,0.0022271714922048,0.0058325232606582,0.0055954088952654
TAMRA-NanoBiT,405,0.008646665793266,0.0086099152895431,0.0057388809182209
TAMRA-NanoBiT,410,0.0100877767588104,0.0134703513400916,0.0232424677187948
TAMRA-NanoBiT,415,0.030918380715315,0.032495486737953,0.0347202295552367
TAMRA-NanoBiT,420,0.03799292545526,0.0397167060130537,0.0428981348637015
TAMRA-NanoBiT,425,0.0429713087907768,0.0580474934036939,0.0723098995695839
TAMRA-NanoBiT,430,0.0614437311672998,0.0891542841272045,0.0705882352941176
TAMRA-NanoBiT,435,0.071662518013887,0.0826274128593251,0.0865136298421807
TAMRA-NanoBiT,440,0.0780820123149482,0.106512984307735,0.0804878048780487
TAMRA-NanoBiT,445,0.0693043364339054,0.088876544924316,0.1106169296987087
TAMRA-NanoBiT,450,0.0757238307349666,0.1097069851409526,0.1220946915351506
TAMRA-NanoBiT,455,0.0741517096816454,0.1104013331481738,0.1196556671449067
TAMRA-NanoBiT,460,0.0813572645093672,0.0749895847798916,0.0814921090387374
TAMRA-NanoBiT,465,0.0594785798506485,0.0616581030412442,0.0806312769010043
TAMRA-NanoBiT,470,0.0762478710860736,0.0572142757950284,0.0809182209469153
TAMRA-NanoBiT,475,0.0413991877374557,0.0480488820997083,0.0622668579626972
TAMRA-NanoBiT,480,0.0419232280885628,0.0440216636578253,0.0655667144906743
TAMRA-NanoBiT,485,0.0386479758941438,0.0430495764477155,0.0459110473457675
TAMRA-NanoBiT,490,0.0280361587842263,0.0374947923899458,0.0421807747489239
TAMRA-NanoBiT,495,0.0213546443076116,0.0331898347451742,0.0441893830703012
TAMRA-NanoBiT,500,0.0231887855364863,0.0308290515206221,0.0268292682926829
TAMRA-NanoBiT,505,0.0230577754487095,0.0265240938758505,0.0282639885222381
TAMRA-NanoBiT,510,0.0165072710598716,0.0181919177891959,0.0317073170731707
TAMRA-NanoBiT,515,0.0167692912354251,0.0220802666296347,0.0242467718794835
TAMRA-NanoBiT,520,0.0121839381632385,0.0144424385502013,0.0159253945480631
TAMRA-NanoBiT,525,0.0087776758810428,0.0218025274267462,0.0087517934002869
TAMRA-NanoBiT,530,0.0070745447399449,0.0136092209415358,0.0149210903873744
TAMRA-NanoBiT,535,0.0129699986898991,0.0088876544924316,0.0163558106169297
TAMRA-NanoBiT,540,0.0137560592165596,0.0298569643105124,0.0289813486370157
TAMRA-NanoBiT,545,0.0381239355430368,0.038744618802944,0.0345767575322812
TAMRA-NanoBiT,550,0.0582994890606576,0.0465213164838216,0.1045911047345767
TAMRA-NanoBiT,555,0.1112275645224682,0.1456742119150118,0.1685796269727403
TAMRA-NanoBiT,560,0.1979562426306825,0.2264963199555617,0.2911047345767575
TAMRA-NanoBiT,565,0.3259530983885759,0.4216081099847243,0.4157819225251076
TAMRA-NanoBiT,570,0.4663959124852613,0.5950562421885849,0.6065997130559541
TAMRA-NanoBiT,575,0.7411240665531246,0.7769754200805443,0.8097560975609757
TAMRA-NanoBiT,580,0.7753176994628587,0.8868212748229413,0.9529411764705882
TAMRA-NanoBiT,585,1.0,0.961255381197056,1.0
TAMRA-NanoBiT,590,0.9403904100615748,1.0,0.957819225251076
TAMRA-NanoBiT,595,0.8095113323725927,0.9200111095681156,0.9866571018651364
TAMRA-NanoBiT,600,0.8813048604742565,0.8241910845715873,0.95839311334289
